Deck_ACC,Deck_CRESP,Deck_DurationError,Deck_OnsetDelay,Deck_OnsetToOnsetTime,ExperimentName,ExperimentPlatform,ExperimentVersion,List1_Cycle,Running,cycle_start_date,day,expected_trial_count,experiment_name,internal_node_id,lang,last_commit,on_mobile,role,rt,screen_availHeight,screen_availWidth,screen_height,screen_width,session_id,session_uuid,study_id,subject_id,task_section,time_elapsed,trial_index,trial_type,useragent,view_history,window_innerHeight,window_innerWidth,DeckA,DeckB,DeckC,DeckD,Deck_OnsetTime,Deck_RESP,Deck_RT,Deck_RTTime,List1_Sample,loss_event,response,totalsum,var,stimulus
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.11,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,468.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,80011,46,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,82698.5,B,468.0,83166.5,12.0,0.0,1.0,2500.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.12,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,356.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,81686,50,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,84485.90000000596,B,356.0,84841.90000000596,13.0,0.0,1.0,2600.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.13,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,358.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,83363,54,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,86160.59999999404,B,358.0,86518.59999999404,14.0,0.0,1.0,2700.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.14,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,313.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,84997,58,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,87840.30000001192,B,313.0,88153.30000001192,15.0,0.0,1.0,2800.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.15,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,385.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,86710,62,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,89481.40000000596,B,385.0,89866.40000000596,16.0,0.0,1.0,2900.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.16,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,351.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,88387,66,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,91191.70000001788,B,351.0,91542.70000001788,17.0,0.0,1.0,3000.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.17,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,385.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,90097,70,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,-1150.0,0.0,50.0,92868.09999999404,B,385.0,93253.09999999404,18.0,-1250.0,1.0,1850.0,-1150.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.18,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,769.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,93191,74,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,95577.59999999404,A,769.0,96346.59999999404,19.0,0.0,0.0,1950.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.19,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,440.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,94947,78,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,-250.0,100.0,0.0,50.0,97662.30000001192,A,440.0,98102.30000001192,20.0,-350.0,0.0,1700.0,-250.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.20,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,809.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,98084,82,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,-200.0,100.0,0.0,50.0,100430.90000000596,A,809.0,101239.90000000596,21.0,-300.0,0.0,1500.0,-200.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.21,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,514.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,100913,86,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,103554.90000000596,A,514.0,104068.90000000596,22.0,0.0,0.0,1600.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.22,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,809.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,103041,90,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,-100.0,100.0,0.0,50.0,105387.5,A,809.0,106196.5,23.0,-200.0,0.0,1500.0,-100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.23,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,492.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,105854,94,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,108518.30000001192,D,492.0,109010.30000001192,24.0,0.0,3.0,1550.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.24,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,525.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,107699,98,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,110329.90000000596,D,525.0,110854.90000000596,25.0,0.0,3.0,1600.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.25,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,750.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,109769,102,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,112174.30000001192,B,750.0,112924.30000001192,26.0,0.0,1.0,1700.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.26,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,913.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,111996,106,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,0.0,50.0,114238.5,C,913.0,115151.5,27.0,-50.0,2.0,1700.0,0.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.27,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,533.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,114842,110,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,117464.59999999404,D,533.0,117997.59999999404,28.0,0.0,3.0,1750.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.28,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,485.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,116643,114,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,119314.30000001192,D,485.0,119799.30000001192,29.0,0.0,3.0,1800.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.29,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,431.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,118396,118,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,121120.70000001788,D,431.0,121551.70000001788,30.0,0.0,3.0,1850.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.30,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,443.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,120157,122,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,122869.30000001192,D,443.0,123312.30000001192,31.0,0.0,3.0,1900.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.31,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,386.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,121860,126,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,-200.0,124629.80000001192,D,386.0,125015.80000001192,32.0,-250.0,3.0,1700.0,-200.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.32,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,374.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,124551,130,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,127332.70000001788,B,374.0,127706.70000001788,33.0,0.0,1.0,1800.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.33,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,613.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,126492,134,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,129034.90000000596,D,613.0,129647.90000000596,34.0,0.0,3.0,1850.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.34,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,413.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,128220,138,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,130963.40000000596,B,413.0,131376.40000000596,35.0,0.0,1.0,1950.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.35,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,410.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,129955,142,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,132701.30000001192,D,410.0,133111.30000001192,36.0,0.0,3.0,2000.0,50.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.36,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,375.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,131653,146,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,134433.70000001788,B,375.0,134808.70000001788,37.0,0.0,1.0,2100.0,100.0,
0,1234,-999999,0,0,IowaTask-v2.0,-mobile,jspsych-0.3a-mobile,1,List1,2024-04-29,0,0,projectseed-iowa-production,0.0-0.0-2.0-0.37,eng,6e64b31c6348ac9d094febdaa4fdb26e97e83af1,True,adolescent,412.0,800,360,800,360,e31d4e7d-80c0-4f50-ae05-859061021616,e31d4e7d-80c0-4f50-ae05-859061021616,projectseed_production_april2024,5,,133387,150,html-button-response,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,1824,980,100.0,100.0,-25.0,50.0,136131.09999999404,D,412.0,136543.09999999404,38.0,0.0,3.0,2150.0,50.0,
